========================================
RISC-V TSO Memory Model Test
========================================
Test: Store_Buffering_Evolved
Iterations: 200
========================================


=== Memory Trace (TSO) - Sorted by Timestamp ===
timestamp,seq_id,core_id,type,address,value,po_index
TRACE:4388098388634090,0,1,WRITE,0x7cdd0,1,0
TRACE:4388098388880488,1,1,FENCE,0x0,0,1
TRACE:4388098388941193,2,1,READ,0x7cd90,0,2
TRACE:4388098389043793,0,0,WRITE,0x7cd90,1,0
TRACE:4388098389056235,1,0,FENCE,0x0,0,1
TRACE:4388098389066810,2,0,READ,0x7cdd0,1,2
TRACE:4388098389250028,3,0,WRITE,0x7cd90,1,3
TRACE:4388098389250478,4,0,FENCE,0x0,0,4
TRACE:4388098389250770,5,0,READ,0x7cdd0,0,5
TRACE:4388098389278288,3,1,WRITE,0x7cdd0,1,3
TRACE:4388098389279345,4,1,FENCE,0x0,0,4
TRACE:4388098389279615,5,1,READ,0x7cd90,1,5
TRACE:4388098389331613,6,0,WRITE,0x7cd90,1,6
TRACE:4388098389332445,7,0,FENCE,0x0,0,7
TRACE:4388098389332603,8,0,READ,0x7cdd0,1,8
TRACE:4388098389362933,6,1,WRITE,0x7cdd0,1,6
TRACE:4388098389363360,7,1,FENCE,0x0,0,7
TRACE:4388098389363518,8,1,READ,0x7cd90,1,8
TRACE:4388098389419880,9,0,WRITE,0x7cd90,1,9
TRACE:4388098389420330,10,0,FENCE,0x0,0,10
TRACE:4388098389420488,11,0,READ,0x7cdd0,1,11
TRACE:4388098389440490,9,1,WRITE,0x7cdd0,1,9
TRACE:4388098389440895,10,1,FENCE,0x0,0,10
TRACE:4388098389441030,11,1,READ,0x7cd90,1,11
TRACE:4388098389495345,12,0,WRITE,0x7cd90,1,12
TRACE:4388098389496065,13,0,FENCE,0x0,0,13
TRACE:4388098389496268,14,0,READ,0x7cdd0,1,14
TRACE:4388098389527520,12,1,WRITE,0x7cdd0,1,12
TRACE:4388098389527925,13,1,FENCE,0x0,0,13
TRACE:4388098389528083,14,1,READ,0x7cd90,1,14
TRACE:4388098389570090,15,0,WRITE,0x7cd90,1,15
TRACE:4388098389570540,16,0,FENCE,0x0,0,16
TRACE:4388098389570698,17,0,READ,0x7cdd0,1,17
TRACE:4388098389597113,15,1,WRITE,0x7cdd0,1,15
TRACE:4388098389597338,16,1,FENCE,0x0,0,16
TRACE:4388098389597540,17,1,READ,0x7cd90,1,17
TRACE:4388098389651225,18,0,WRITE,0x7cd90,1,18
TRACE:4388098389651675,19,0,FENCE,0x0,0,19
TRACE:4388098389652260,20,0,READ,0x7cdd0,1,20
TRACE:4388098389669495,18,1,WRITE,0x7cdd0,1,18
TRACE:4388098389669900,19,1,FENCE,0x0,0,19
TRACE:4388098389670058,20,1,READ,0x7cd90,1,20
TRACE:4388098389728535,21,0,WRITE,0x7cd90,1,21
TRACE:4388098389729008,22,0,FENCE,0x0,0,22
TRACE:4388098389729143,23,0,READ,0x7cdd0,1,23
TRACE:4388098389776843,21,1,WRITE,0x7cdd0,1,21
TRACE:4388098389777248,22,1,FENCE,0x0,0,22
TRACE:4388098389777450,23,1,READ,0x7cd90,1,23
TRACE:4388098389836243,24,0,WRITE,0x7cd90,1,24
TRACE:4388098389836715,25,0,FENCE,0x0,0,25
TRACE:4388098389836918,26,0,READ,0x7cdd0,1,26
TRACE:4388098389869970,24,1,WRITE,0x7cdd0,1,24
TRACE:4388098389870375,25,1,FENCE,0x0,0,25
TRACE:4388098389870533,26,1,READ,0x7cd90,1,26
TRACE:4388098389940035,27,0,WRITE,0x7cd90,1,27
TRACE:4388098389940508,28,0,FENCE,0x0,0,28
TRACE:4388098389940643,29,0,READ,0x7cdd0,1,29
TRACE:4388098389963998,27,1,WRITE,0x7cdd0,1,27
TRACE:4388098389964403,28,1,FENCE,0x0,0,28
TRACE:4388098389964560,29,1,READ,0x7cd90,1,29
TRACE:4388098390014600,30,0,WRITE,0x7cd90,1,30
TRACE:4388098390015050,31,0,FENCE,0x0,0,31
TRACE:4388098390015410,32,0,READ,0x7cdd0,1,32
TRACE:4388098390044998,30,1,WRITE,0x7cdd0,1,30
TRACE:4388098390045403,31,1,FENCE,0x0,0,31
TRACE:4388098390045605,32,1,READ,0x7cd90,1,32
TRACE:4388098390103655,33,0,WRITE,0x7cd90,1,33
TRACE:4388098390104173,34,0,FENCE,0x0,0,34
TRACE:4388098390104308,35,0,READ,0x7cdd0,1,35
TRACE:4388098390138080,33,1,WRITE,0x7cdd0,1,33
TRACE:4388098390138485,34,1,FENCE,0x0,0,34
TRACE:4388098390138620,35,1,READ,0x7cd90,1,35
TRACE:4388098390186433,36,0,WRITE,0x7cd90,1,36
TRACE:4388098390187063,37,0,FENCE,0x0,0,37
TRACE:4388098390187198,38,0,READ,0x7cdd0,1,38
TRACE:4388098390214558,36,1,WRITE,0x7cdd0,1,36
TRACE:4388098390214783,37,1,FENCE,0x0,0,37
TRACE:4388098390214918,38,1,READ,0x7cd90,1,38
TRACE:4388098390279065,39,0,WRITE,0x7cd90,1,39
TRACE:4388098390279538,40,0,FENCE,0x0,0,40
TRACE:4388098390279673,41,0,READ,0x7cdd0,1,41
TRACE:4388098390299315,39,1,WRITE,0x7cdd0,1,39
TRACE:4388098390299720,40,1,FENCE,0x0,0,40
TRACE:4388098390299855,41,1,READ,0x7cd90,1,41
TRACE:4388098390366883,42,0,WRITE,0x7cd90,1,42
TRACE:4388098390367333,43,0,FENCE,0x0,0,43
TRACE:4388098390367490,44,0,READ,0x7cdd0,1,44
TRACE:4388098390390778,42,1,WRITE,0x7cdd0,1,42
TRACE:4388098390391160,43,1,FENCE,0x0,0,43
TRACE:4388098390391295,44,1,READ,0x7cd90,1,44
TRACE:4388098390448130,45,0,WRITE,0x7cd90,1,45
TRACE:4388098390448580,46,0,FENCE,0x0,0,46
TRACE:4388098390448963,47,0,READ,0x7cdd0,1,47
TRACE:4388098390470248,45,1,WRITE,0x7cdd0,1,45
TRACE:4388098390470653,46,1,FENCE,0x0,0,46
TRACE:4388098390470788,47,1,READ,0x7cd90,1,47
TRACE:4388098390518645,48,0,WRITE,0x7cd90,1,48
TRACE:4388098390519095,49,0,FENCE,0x0,0,49
TRACE:4388098390519230,50,0,READ,0x7cdd0,1,50
TRACE:4388098390542630,48,1,WRITE,0x7cdd0,1,48
TRACE:4388098390543035,49,1,FENCE,0x0,0,49
TRACE:4388098390543170,50,1,READ,0x7cd90,1,50
TRACE:4388098390596203,51,0,WRITE,0x7cd90,1,51
TRACE:4388098390596675,52,0,FENCE,0x0,0,52
TRACE:4388098390596810,53,0,READ,0x7cdd0,1,53
TRACE:4388098390613798,51,1,WRITE,0x7cdd0,1,51
TRACE:4388098390614225,52,1,FENCE,0x0,0,52
TRACE:4388098390614360,53,1,READ,0x7cd90,1,53
TRACE:4388098390665593,54,0,WRITE,0x7cd90,1,54
TRACE:4388098390666020,55,0,FENCE,0x0,0,55
TRACE:4388098390666155,56,0,READ,0x7cdd0,1,56
TRACE:4388098390699590,54,1,WRITE,0x7cdd0,1,54
TRACE:4388098390699793,55,1,FENCE,0x0,0,55
TRACE:4388098390699950,56,1,READ,0x7cd90,1,56
TRACE:4388098390745918,57,0,WRITE,0x7cd90,1,57
TRACE:4388098390746345,58,0,FENCE,0x0,0,58
TRACE:4388098390746503,59,0,READ,0x7cdd0,1,59
