========================================
RISC-V TSO Memory Model Test
========================================
Test: Store_Buffering_Evolved
Iterations: 200
========================================


=== Memory Trace (TSO) - Sorted by Timestamp ===
timestamp,seq_id,core_id,type,address,value,po_index
TRACE:4388098146017648,0,1,WRITE,0x7ce10,1,0
TRACE:4388098146216705,1,1,FENCE,0x0,0,1
TRACE:4388098146272663,2,1,READ,0x7cdd0,0,2
TRACE:4388098146367635,0,0,WRITE,0x7cdd0,1,0
TRACE:4388098146378435,1,0,FENCE,0x0,0,1
TRACE:4388098146387998,2,0,READ,0x7ce10,1,2
TRACE:4388098146492825,3,1,WRITE,0x7ce10,1,3
TRACE:4388098146493320,4,1,FENCE,0x0,0,4
TRACE:4388098146493635,5,1,READ,0x7cdd0,0,5
TRACE:4388098146508553,3,0,WRITE,0x7cdd0,1,3
TRACE:4388098146509048,4,0,FENCE,0x0,0,4
TRACE:4388098146509363,5,0,READ,0x7ce10,1,5
TRACE:4388098146535913,6,1,WRITE,0x7ce10,1,6
TRACE:4388098146536205,7,1,FENCE,0x0,0,7
TRACE:4388098146536385,8,1,READ,0x7cdd0,1,8
TRACE:4388098146552203,6,0,WRITE,0x7cdd0,1,6
TRACE:4388098146552450,7,0,FENCE,0x0,0,7
TRACE:4388098146552608,8,0,READ,0x7ce10,1,8
TRACE:4388098146578978,9,1,WRITE,0x7ce10,1,9
TRACE:4388098146579225,10,1,FENCE,0x0,0,10
TRACE:4388098146579360,11,1,READ,0x7cdd0,1,11
TRACE:4388098146588405,9,0,WRITE,0x7cdd0,1,9
TRACE:4388098146588630,10,0,FENCE,0x0,0,10
TRACE:4388098146588788,11,0,READ,0x7ce10,1,11
TRACE:4388098146630818,12,1,WRITE,0x7ce10,1,12
TRACE:4388098146631043,13,1,FENCE,0x0,0,13
TRACE:4388098146631178,14,1,READ,0x7cdd0,1,14
TRACE:4388098146656085,12,0,WRITE,0x7cdd0,1,12
TRACE:4388098146656310,13,0,FENCE,0x0,0,13
TRACE:4388098146656468,14,0,READ,0x7ce10,1,14
TRACE:4388098146684143,15,1,WRITE,0x7ce10,1,15
TRACE:4388098146684323,16,1,FENCE,0x0,0,16
TRACE:4388098146684480,17,1,READ,0x7cdd0,1,17
TRACE:4388098146717623,15,0,WRITE,0x7cdd0,1,15
TRACE:4388098146717803,16,0,FENCE,0x0,0,16
TRACE:4388098146717960,17,0,READ,0x7ce10,1,17
TRACE:4388098146770070,18,1,WRITE,0x7ce10,1,18
TRACE:4388098146770633,19,1,FENCE,0x0,0,19
TRACE:4388098146770858,20,1,READ,0x7cdd0,1,20
TRACE:4388098146796170,18,0,WRITE,0x7cdd0,1,18
TRACE:4388098146796530,19,0,FENCE,0x0,0,19
TRACE:4388098146796733,20,0,READ,0x7ce10,1,20
TRACE:4388098146835950,21,1,WRITE,0x7ce10,1,21
TRACE:4388098146836355,22,1,FENCE,0x0,0,22
TRACE:4388098146836490,23,1,READ,0x7cdd0,1,23
TRACE:4388098146860903,21,0,WRITE,0x7cdd0,1,21
TRACE:4388098146861105,22,0,FENCE,0x0,0,22
TRACE:4388098146861308,23,0,READ,0x7ce10,1,23
TRACE:4388098146897240,24,1,WRITE,0x7ce10,1,24
TRACE:4388098146897645,25,1,FENCE,0x0,0,25
TRACE:4388098146897825,26,1,READ,0x7cdd0,1,26
TRACE:4388098146923925,24,0,WRITE,0x7cdd0,1,24
TRACE:4388098146924150,25,0,FENCE,0x0,0,25
TRACE:4388098146924308,26,0,READ,0x7ce10,1,26
TRACE:4388098146958328,27,1,WRITE,0x7ce10,1,27
TRACE:4388098146958553,28,1,FENCE,0x0,0,28
TRACE:4388098146958688,29,1,READ,0x7cdd0,1,29
TRACE:4388098146970455,27,0,WRITE,0x7cdd0,1,27
TRACE:4388098146970680,28,0,FENCE,0x0,0,28
TRACE:4388098146970838,29,0,READ,0x7ce10,1,29
TRACE:4388098147000065,30,1,WRITE,0x7ce10,1,30
TRACE:4388098147000290,31,1,FENCE,0x0,0,31
TRACE:4388098147000425,32,1,READ,0x7cdd0,1,32
TRACE:4388098147015770,30,0,WRITE,0x7cdd0,1,30
TRACE:4388098147015950,31,0,FENCE,0x0,0,31
TRACE:4388098147016108,32,0,READ,0x7ce10,1,32
TRACE:4388098147040880,33,1,WRITE,0x7ce10,1,33
TRACE:4388098147041060,34,1,FENCE,0x0,0,34
TRACE:4388098147041218,35,1,READ,0x7cdd0,1,35
TRACE:4388098147074990,33,0,WRITE,0x7cdd0,1,33
TRACE:4388098147075170,34,0,FENCE,0x0,0,34
TRACE:4388098147075305,35,0,READ,0x7ce10,1,35
TRACE:4388098147101090,36,1,WRITE,0x7ce10,1,36
TRACE:4388098147101495,37,1,FENCE,0x0,0,37
TRACE:4388098147101630,38,1,READ,0x7cdd0,1,38
TRACE:4388098147119383,36,0,WRITE,0x7cdd0,1,36
TRACE:4388098147119563,37,0,FENCE,0x0,0,37
TRACE:4388098147119720,38,0,READ,0x7ce10,1,38
TRACE:4388098147158668,39,1,WRITE,0x7ce10,1,39
TRACE:4388098147159073,40,1,FENCE,0x0,0,40
TRACE:4388098147159208,41,1,READ,0x7cdd0,1,41
TRACE:4388098147173338,39,0,WRITE,0x7cdd0,1,39
TRACE:4388098147173518,40,0,FENCE,0x0,0,40
TRACE:4388098147173675,41,0,READ,0x7ce10,1,41
TRACE:4388098147199708,42,1,WRITE,0x7ce10,1,42
TRACE:4388098147199933,43,1,FENCE,0x0,0,43
TRACE:4388098147200135,44,1,READ,0x7cdd0,1,44
TRACE:4388098147222118,42,0,WRITE,0x7cdd0,1,42
TRACE:4388098147222298,43,0,FENCE,0x0,0,43
TRACE:4388098147222478,44,0,READ,0x7ce10,1,44
TRACE:4388098147249950,45,1,WRITE,0x7ce10,1,45
TRACE:4388098147250355,46,1,FENCE,0x0,0,46
TRACE:4388098147250490,47,1,READ,0x7cdd0,1,47
TRACE:4388098147284195,45,0,WRITE,0x7cdd0,1,45
TRACE:4388098147284375,46,0,FENCE,0x0,0,46
TRACE:4388098147284533,47,0,READ,0x7ce10,1,47
TRACE:4388098147312568,48,1,WRITE,0x7ce10,1,48
TRACE:4388098147312973,49,1,FENCE,0x0,0,49
TRACE:4388098147313108,50,1,READ,0x7cdd0,1,50
TRACE:4388098147335698,48,0,WRITE,0x7cdd0,1,48
TRACE:4388098147335878,49,0,FENCE,0x0,0,49
