========================================
RISC-V TSO Memory Model Test
========================================
Test: Store_Buffering_Evolved
Iterations: 200
========================================


=== Memory Trace (TSO) - Sorted by Timestamp ===
timestamp,seq_id,core_id,type,address,value,po_index
TRACE:4388098904032568,94,1,FENCE,0x0,0,94
TRACE:4388098904032838,95,1,READ,0x7cd90,1,95
TRACE:4388098904060963,93,0,WRITE,0x7cd90,1,93
TRACE:4388098904061323,94,0,FENCE,0x0,0,94
TRACE:4388098904061570,95,0,READ,0x7cdd0,1,95
TRACE:4388098904108483,96,1,WRITE,0x7cdd0,1,96
TRACE:4388098904108685,97,1,FENCE,0x0,0,97
TRACE:4388098904108888,98,1,READ,0x7cd90,1,98
TRACE:4388098904133098,96,0,WRITE,0x7cd90,1,96
TRACE:4388098904133660,97,0,FENCE,0x0,0,97
TRACE:4388098904133930,98,0,READ,0x7cdd0,1,98
TRACE:4388098904181495,99,1,WRITE,0x7cdd0,1,99
TRACE:4388098904181810,100,1,FENCE,0x0,0,100
TRACE:4388098904182058,101,1,READ,0x7cd90,1,101
TRACE:4388098904221028,99,0,WRITE,0x7cd90,1,99
TRACE:4388098904221568,100,0,FENCE,0x0,0,100
TRACE:4388098904221793,101,0,READ,0x7cdd0,1,101
TRACE:4388098904286210,102,1,WRITE,0x7cdd0,1,102
TRACE:4388098904286615,103,1,FENCE,0x0,0,103
TRACE:4388098904286773,104,1,READ,0x7cd90,1,104
TRACE:4388098904310240,102,0,WRITE,0x7cd90,1,102
TRACE:4388098904310780,103,0,FENCE,0x0,0,103
TRACE:4388098904310983,104,0,READ,0x7cdd0,1,104
TRACE:4388098904356725,105,1,WRITE,0x7cdd0,1,105
TRACE:4388098904357130,106,1,FENCE,0x0,0,106
TRACE:4388098904357288,107,1,READ,0x7cd90,1,107
TRACE:4388098904381025,105,0,WRITE,0x7cd90,1,105
TRACE:4388098904381385,106,0,FENCE,0x0,0,106
TRACE:4388098904381633,107,0,READ,0x7cdd0,1,107
TRACE:4388098904425283,108,1,WRITE,0x7cdd0,1,108
TRACE:4388098904425598,109,1,FENCE,0x0,0,109
TRACE:4388098904425868,110,1,READ,0x7cd90,1,110
TRACE:4388098904451338,108,0,WRITE,0x7cd90,1,108
TRACE:4388098904451765,109,0,FENCE,0x0,0,109
TRACE:4388098904452058,110,0,READ,0x7cdd0,1,110
TRACE:4388098904495100,111,1,WRITE,0x7cdd0,1,111
TRACE:4388098904495415,112,1,FENCE,0x0,0,112
TRACE:4388098904495663,113,1,READ,0x7cd90,1,113
TRACE:4388098904524328,111,0,WRITE,0x7cd90,1,111
TRACE:4388098904524643,112,0,FENCE,0x0,0,112
TRACE:4388098904524890,113,0,READ,0x7cdd0,1,113
TRACE:4388098904567393,114,1,WRITE,0x7cdd0,1,114
TRACE:4388098904567798,115,1,FENCE,0x0,0,115
TRACE:4388098904567933,116,1,READ,0x7cd90,1,116
TRACE:4388098904584538,114,0,WRITE,0x7cd90,1,114
TRACE:4388098904584875,115,0,FENCE,0x0,0,115
TRACE:4388098904585123,116,0,READ,0x7cdd0,1,116
TRACE:4388098904627040,117,1,WRITE,0x7cdd0,1,117
TRACE:4388098904627243,118,1,FENCE,0x0,0,118
TRACE:4388098904627445,119,1,READ,0x7cd90,1,119
TRACE:4388098904656425,117,0,WRITE,0x7cd90,1,117
TRACE:4388098904656988,118,0,FENCE,0x0,0,118
TRACE:4388098904657213,119,0,READ,0x7cdd0,1,119
TRACE:4388098904699828,120,1,WRITE,0x7cdd0,1,120
TRACE:4388098904700255,121,1,FENCE,0x0,0,121
TRACE:4388098904700413,122,1,READ,0x7cd90,1,122
TRACE:4388098904720528,120,0,WRITE,0x7cd90,1,120
TRACE:4388098904720865,121,0,FENCE,0x0,0,121
TRACE:4388098904721180,122,0,READ,0x7cdd0,1,122
TRACE:4388098904746650,123,1,WRITE,0x7cdd0,1,123
TRACE:4388098904746875,124,1,FENCE,0x0,0,124
TRACE:4388098904747010,125,1,READ,0x7cd90,1,125
TRACE:4388098904764200,123,0,WRITE,0x7cd90,1,123
TRACE:4388098904764583,124,0,FENCE,0x0,0,124
TRACE:4388098904764853,125,0,READ,0x7cdd0,1,125
TRACE:4388098904803305,126,1,WRITE,0x7cdd0,1,126
TRACE:4388098904803665,127,1,FENCE,0x0,0,127
TRACE:4388098904803958,128,1,READ,0x7cd90,1,128
TRACE:4388098904843220,126,0,WRITE,0x7cd90,1,126
TRACE:4388098904843558,127,0,FENCE,0x0,0,127
TRACE:4388098904843783,128,0,READ,0x7cdd0,1,128
TRACE:4388098904874113,129,1,WRITE,0x7cdd0,1,129
TRACE:4388098904874518,130,1,FENCE,0x0,0,130
TRACE:4388098904874765,131,1,READ,0x7cd90,1,131
TRACE:4388098904905928,129,0,WRITE,0x7cd90,1,129
TRACE:4388098904906243,130,0,FENCE,0x0,0,130
TRACE:4388098904906558,131,0,READ,0x7cdd0,1,131
TRACE:4388098904936078,132,1,WRITE,0x7cdd0,1,132
TRACE:4388098904936280,133,1,FENCE,0x0,0,133
TRACE:4388098904936415,134,1,READ,0x7cd90,1,134
TRACE:4388098904966723,132,0,WRITE,0x7cd90,1,132
TRACE:4388098904967285,133,0,FENCE,0x0,0,133
TRACE:4388098904967578,134,0,READ,0x7cdd0,1,134
TRACE:4388098905208260,135,1,WRITE,0x7cdd0,1,135
TRACE:4388098905208733,136,1,FENCE,0x0,0,136
TRACE:4388098905208913,137,1,READ,0x7cd90,1,137
TRACE:4388098905232853,135,0,WRITE,0x7cd90,1,135
TRACE:4388098905233438,136,0,FENCE,0x0,0,136
TRACE:4388098905233775,137,0,READ,0x7cdd0,1,137
TRACE:4388098905262755,138,1,WRITE,0x7cdd0,1,138
TRACE:4388098905263160,139,1,FENCE,0x0,0,139
TRACE:4388098905263363,140,1,READ,0x7cd90,1,140
TRACE:4388098905287258,138,0,WRITE,0x7cd90,1,138
TRACE:4388098905287595,139,0,FENCE,0x0,0,139
TRACE:4388098905287820,140,0,READ,0x7cdd0,1,140
TRACE:4388098905327848,141,1,WRITE,0x7cdd0,1,141
TRACE:4388098905328365,142,1,FENCE,0x0,0,142
TRACE:4388098905334035,143,1,READ,0x7cd90,1,143
TRACE:4388098905357435,141,0,WRITE,0x7cd90,1,141
TRACE:4388098905357953,142,0,FENCE,0x0,0,142
TRACE:4388098905358358,143,0,READ,0x7cdd0,1,143
TRACE:4388098905393120,144,1,WRITE,0x7cdd0,1,144
TRACE:4388098905393345,145,1,FENCE,0x0,0,145
TRACE:4388098905393503,146,1,READ,0x7cd90,1,146
TRACE:4388098905417915,144,0,WRITE,0x7cd90,1,144
TRACE:4388098905418478,145,0,FENCE,0x0,0,145
TRACE:4388098905418703,146,0,READ,0x7cdd0,1,146
TRACE:4388098905445320,147,1,WRITE,0x7cdd0,1,147
TRACE:4388098905445725,148,1,FENCE,0x0,0,148
TRACE:4388098905445860,149,1,READ,0x7cd90,1,149
TRACE:4388098905488790,147,0,WRITE,0x7cd90,1,147
TRACE:4388098905489128,148,0,FENCE,0x0,0,148
TRACE:4388098905489398,149,0,READ,0x7cdd0,1,149
TRACE:4388098905523440,150,1,WRITE,0x7cdd0,1,150
TRACE:4388098905523845,151,1,FENCE,0x0,0,151
TRACE:4388098905524048,152,1,READ,0x7cd90,1,152
TRACE:4388098905539370,150,0,WRITE,0x7cd90,1,150
TRACE:4388098905539753,151,0,FENCE,0x0,0,151
TRACE:4388098905539978,152,0,READ,0x7cdd0,1,152
TRACE:4388098905570555,153,1,WRITE,0x7cdd0,1,153
TRACE:4388098905570780,154,1,FENCE,0x0,0,154
TRACE:4388098905570915,155,1,READ,0x7cd90,1,155
TRACE:4388098905584415,153,0,WRITE,0x7cd90,1,153
TRACE:4388098905584730,154,0,FENCE,0x0,0,154
TRACE:4388098905585090,155,0,READ,0x7cdd0,1,155
TRACE:4388098905624353,156,1,WRITE,0x7cdd0,1,156
TRACE:4388098905624758,157,1,FENCE,0x0,0,157
TRACE:4388098905624893,158,1,READ,0x7cd90,1,158
TRACE:4388098905643050,156,0,WRITE,0x7cd90,1,156
TRACE:4388098905643365,157,0,FENCE,0x0,0,157
TRACE:4388098905643590,158,0,READ,0x7cdd0,1,158
TRACE:4388098905678870,159,1,WRITE,0x7cdd0,1,159
TRACE:4388098905679073,160,1,FENCE,0x0,0,160
TRACE:4388098905679275,161,1,READ,0x7cd90,1,161
TRACE:4388098905711023,159,0,WRITE,0x7cd90,1,159
TRACE:4388098905711540,160,0,FENCE,0x0,0,160
TRACE:4388098905711765,161,0,READ,0x7cdd0,1,161
TRACE:4388098905749858,162,1,WRITE,0x7cdd0,1,162
TRACE:4388098905750128,163,1,FENCE,0x0,0,163
TRACE:4388098905750330,164,1,READ,0x7cd90,1,164
TRACE:4388098905770085,162,0,WRITE,0x7cd90,1,162
TRACE:4388098905774315,163,0,FENCE,0x0,0,163
TRACE:4388098905774630,164,0,READ,0x7cdd0,1,164
TRACE:4388098905801495,165,1,WRITE,0x7cdd0,1,165
TRACE:4388098905801900,166,1,FENCE,0x0,0,166
TRACE:4388098905802058,167,1,READ,0x7cd90,1,167
TRACE:4388098905817268,165,0,WRITE,0x7cd90,1,165
TRACE:4388098905817628,166,0,FENCE,0x0,0,166
TRACE:4388098905817853,167,0,READ,0x7cdd0,1,167
TRACE:4388098905862425,168,1,WRITE,0x7cdd0,1,168
TRACE:4388098905862628,169,1,FENCE,0x0,0,169
TRACE:4388098905862830,170,1,READ,0x7cd90,1,170
